order_id,restaurant_name,cuisine_type,city,meal_type,order_date,order_time,order_value,delivery_time_mins,rating,online_payment,discount_applied,discount_amount
2322,Social,Continental,Kolkata,Dinner,2023-12-07,06:29:59,1669,72,3.4,No,No,0
2323,Behrouz Biryani,Biryani,Bangalore,Snack,2023-06-05,19:06:46,1546,40,4.1,Yes,No,0
2324,Barbeque Nation,North Indian,Mumbai,Dinner,2023-12-21,03:23:04,276,61,4.2,Yes,Yes,132
2325,Mainland China,Chinese,Mumbai,Breakfast,2023-12-27,13:35:37,902,40,4.3,Yes,Yes,26
2326,Biryani Blues,Biryani,Jaipur,Lunch,2023-10-11,15:19:23,412,24,4.2,Yes,No,0
2327,Subway,Fast Food,Mumbai,Snack,2023-01-11,14:42:57,1387,39,3.9,Yes,Yes,121
2328,Social,Continental,Mumbai,Snack,2023-03-06,05:02:59,221,32,3.9,No,No,0
2329,Saravana Bhavan,South Indian,Pune,Lunch,2023-07-21,13:01:06,1738,45,3.8,Yes,No,0
2330,Punjab Grill,North Indian,Jaipur,Lunch,2023-05-14,22:01:37,411,66,3.7,Yes,No,0
2331,Subway,Fast Food,Hyderabad,Lunch,2023-03-07,22:58:12,458,60,4.1,No,Yes,68
2332,Social,Continental,Bangalore,Breakfast,2023-04-22,22:06:15,894,74,3.7,Yes,No,0
2333,KFC,Fast Food,Bangalore,Lunch,2023-06-14,16:45:36,1024,25,4.4,Yes,No,0
2334,Pizza Hut,Fast Food,Mumbai,Breakfast,2023-08-03,09:48:31,1090,22,4.5,No,No,0
2335,Smoke House Deli,Continental,Mumbai,Lunch,2023-11-19,13:58:09,559,44,3.7,Yes,No,0
2336,Haldiram's,Snacks,Bangalore,Snack,2023-02-09,01:59:09,875,61,4.2,Yes,No,0
2337,Mainland China,Chinese,Bangalore,Breakfast,2023-11-30,22:44:28,1159,62,4.2,No,No,0
2338,Wow Momo,Chinese,Chennai,Snack,2023-07-06,03:43:22,560,40,4.1,Yes,Yes,57
2339,Subway,Fast Food,Hyderabad,Lunch,2023-02-25,08:07:41,480,65,3.8,Yes,No,0
2340,Burger King,Fast Food,Chennai,Lunch,2023-05-15,17:56:34,1297,62,4.2,Yes,No,0
2341,Punjab Grill,North Indian,Bangalore,Dinner,2023-06-07,15:07:43,267,44,3.8,Yes,Yes,115
2342,Domino's Pizza,Fast Food,Kolkata,Lunch,2023-11-20,21:12:18,1451,70,4.0,Yes,Yes,49
2343,Mainland China,Chinese,Delhi,Dinner,2023-06-04,10:37:41,1550,70,3.7,Yes,Yes,21
2344,Smoke House Deli,Continental,Pune,Lunch,2023-11-30,01:41:32,1294,39,4.5,Yes,Yes,23
2345,McDonald's,Fast Food,Hyderabad,Snack,2023-03-10,02:35:44,971,62,3.4,Yes,No,0
2346,Pizza Hut,Fast Food,Hyderabad,Snack,2023-09-13,10:17:41,898,44,3.7,Yes,No,0
2347,Domino's Pizza,Fast Food,Pune,Dinner,2023-04-08,23:28:12,1314,24,4.7,Yes,No,0
2348,McDonald's,Fast Food,Kolkata,Dinner,2023-01-29,07:16:59,308,56,4.2,Yes,No,0
2349,Chaayos,Beverages,Chennai,Breakfast,2023-08-10,12:49:40,1523,25,4.5,No,No,0
2350,Subway,Fast Food,Pune,Snack,2023-08-01,19:32:39,1167,42,4.5,Yes,No,0
2351,Barbeque Nation,North Indian,Bangalore,Breakfast,2023-04-09,19:55:06,495,47,4.6,Yes,Yes,147
2352,Haldiram's,Snacks,Bangalore,Breakfast,2023-02-28,11:02:10,779,24,4.9,Yes,No,0
2353,Chaayos,Beverages,Kolkata,Snack,2023-07-26,22:24:56,1310,61,3.8,Yes,No,0
2354,Social,Continental,Jaipur,Lunch,2023-01-30,03:31:55,487,47,4.1,No,Yes,40
2355,Sagar Ratna,South Indian,Bangalore,Lunch,2023-06-20,09:02:58,1485,44,4.3,Yes,No,0
2356,Paradise Biryani,Biryani,Jaipur,Snack,2023-05-18,04:45:48,635,73,3.8,Yes,No,0
2357,Moti Mahal,North Indian,Chennai,Lunch,2023-02-15,02:33:47,1384,25,4.6,No,No,0
2358,Burger King,Fast Food,Hyderabad,Breakfast,2023-07-19,08:47:31,1526,66,4.1,Yes,Yes,79
2359,Haldiram's,Snacks,Bangalore,Breakfast,2023-03-03,21:41:44,397,57,3.5,Yes,No,0
2360,Smoke House Deli,Continental,Kolkata,Dinner,2023-04-21,03:46:40,1303,60,3.9,Yes,No,0
2361,Barbeque Nation,North Indian,Delhi,Breakfast,2023-02-24,19:30:31,1011,55,3.9,Yes,No,0
2362,Mainland China,Chinese,Kolkata,Snack,2023-06-06,00:47:11,759,56,3.9,No,No,0
2363,McDonald's,Fast Food,Kolkata,Lunch,2023-05-31,02:34:58,861,47,4.3,Yes,No,0
2364,Paradise Biryani,Biryani,Delhi,Breakfast,2023-06-08,06:46:30,650,42,4.0,Yes,No,0
2365,Subway,Fast Food,Delhi,Snack,2023-04-17,02:56:54,1307,47,4.2,No,No,0
2366,McDonald's,Fast Food,Mumbai,Dinner,2023-02-23,16:13:28,1315,64,3.7,Yes,Yes,32
2367,Saravana Bhavan,South Indian,Jaipur,Breakfast,2023-03-11,22:41:46,903,42,3.8,Yes,No,0
2368,Chaayos,Beverages,Hyderabad,Snack,2023-04-27,17:29:47,630,25,4.8,Yes,No,0
2369,Sagar Ratna,South Indian,Pune,Snack,2023-05-16,17:56:30,726,46,4.3,Yes,No,0
2370,Paradise Biryani,Biryani,Chennai,Dinner,2023-10-17,18:58:12,603,39,4.4,Yes,No,0
2371,Sagar Ratna,South Indian,Mumbai,Snack,2023-08-10,11:03:26,1385,57,3.7,Yes,No,0
2372,Wow Momo,Chinese,Chennai,Snack,2023-04-22,01:13:15,613,56,4.3,No,No,0
2373,Barbeque Nation,North Indian,Bangalore,Lunch,2023-03-29,12:45:35,247,57,3.8,No,Yes,142
2374,Subway,Fast Food,Chennai,Breakfast,2023-04-08,02:30:00,472,26,4.9,No,Yes,35
2375,Punjab Grill,North Indian,Mumbai,Snack,2023-10-24,03:24:24,238,50,3.9,Yes,Yes,93
2376,Chaayos,Beverages,Pune,Dinner,2023-07-03,21:06:56,1789,57,3.6,Yes,Yes,82
2377,Barbeque Nation,North Indian,Delhi,Dinner,2023-04-19,08:25:51,1310,47,4.4,No,Yes,57
2378,Sagar Ratna,South Indian,Hyderabad,Breakfast,2023-11-16,22:32:52,206,29,4.8,Yes,Yes,54
2379,Haldiram's,Snacks,Hyderabad,Snack,2023-05-10,18:45:11,955,75,3.5,No,Yes,104
2380,Moti Mahal,North Indian,Pune,Snack,2023-01-02,05:35:39,1287,47,4.6,Yes,No,0
2381,Sagar Ratna,South Indian,Hyderabad,Breakfast,2023-04-12,17:32:55,1595,43,4.2,Yes,No,0
2382,Paradise Biryani,Biryani,Kolkata,Snack,2023-03-28,06:32:48,323,24,4.2,Yes,Yes,72
2383,Burger King,Fast Food,Bangalore,Lunch,2023-11-19,05:06:08,984,30,4.8,Yes,Yes,83
2384,Subway,Fast Food,Chennai,Snack,2023-04-25,00:40:30,525,36,4.2,Yes,Yes,97
2385,KFC,Fast Food,Jaipur,Snack,2023-07-16,05:40:19,1668,64,4.0,No,No,0
2386,Barbeque Nation,North Indian,Delhi,Dinner,2023-10-04,08:43:21,1599,29,4.4,Yes,No,0
2387,Moti Mahal,North Indian,Delhi,Lunch,2023-12-11,11:14:45,1798,61,3.5,No,No,0
2388,Burger King,Fast Food,Mumbai,Snack,2023-04-13,15:57:37,535,22,4.3,Yes,Yes,59
2389,KFC,Fast Food,Pune,Breakfast,2023-03-05,18:42:51,481,72,3.8,Yes,No,0
2390,Pizza Hut,Fast Food,Pune,Lunch,2023-06-24,11:54:35,1689,41,4.4,Yes,Yes,71
2391,Biryani Blues,Biryani,Bangalore,Lunch,2023-01-04,22:51:43,429,21,4.1,No,No,0
2392,Haldiram's,Snacks,Hyderabad,Lunch,2023-12-08,05:49:34,170,34,3.8,Yes,No,0
2393,Chaayos,Beverages,Jaipur,Snack,2023-01-27,15:12:13,1653,64,3.5,No,No,0
2394,Saravana Bhavan,South Indian,Delhi,Snack,2023-11-29,17:35:31,1024,29,4.6,Yes,No,0
2395,KFC,Fast Food,Delhi,Lunch,2023-04-19,07:05:31,1464,43,3.9,Yes,Yes,79
2396,Moti Mahal,North Indian,Chennai,Snack,2023-03-08,14:21:42,631,21,4.2,Yes,Yes,52
2397,Mainland China,Chinese,Chennai,Snack,2023-01-27,18:45:02,1787,57,4.3,Yes,Yes,136
2398,Punjab Grill,North Indian,Bangalore,Lunch,2023-04-24,23:55:12,256,43,3.7,No,No,0
2399,Mainland China,Chinese,Jaipur,Breakfast,2023-11-20,07:58:41,1125,61,4.0,No,No,0
2400,Wow Momo,Chinese,Kolkata,Breakfast,2023-08-31,00:14:35,1761,73,3.8,Yes,No,0
2401,Domino's Pizza,Fast Food,Kolkata,Dinner,2023-09-06,19:32:35,1259,34,4.3,No,Yes,140
2402,Biryani Blues,Biryani,Pune,Breakfast,2023-03-12,04:35:28,468,40,4.3,Yes,No,0
2403,Pizza Hut,Fast Food,Chennai,Dinner,2023-12-22,15:05:43,1188,66,4.0,Yes,No,0
2404,KFC,Fast Food,Hyderabad,Snack,2023-08-12,00:30:26,1725,24,4.7,Yes,Yes,41
2405,McDonald's,Fast Food,Delhi,Breakfast,2023-07-26,12:29:39,1087,52,3.6,Yes,No,0
2406,Mainland China,Chinese,Kolkata,Breakfast,2023-09-18,09:12:50,301,49,4.4,No,No,0
2407,Domino's Pizza,Fast Food,Hyderabad,Lunch,2023-05-18,05:44:28,362,57,4.4,Yes,No,0
2408,Saravana Bhavan,South Indian,Bangalore,Dinner,2023-10-13,20:44:04,1715,27,4.4,Yes,Yes,56
2409,Smoke House Deli,Continental,Kolkata,Dinner,2023-04-08,08:03:22,601,55,3.9,Yes,Yes,112
2410,Burger King,Fast Food,Bangalore,Lunch,2023-02-14,05:06:50,919,31,4.2,Yes,No,0
2411,Wow Momo,Chinese,Kolkata,Lunch,2023-12-20,06:21:55,549,67,4.0,Yes,Yes,94
2412,Burger King,Fast Food,Chennai,Snack,2023-12-08,00:10:52,187,39,4.2,No,No,0
2413,Sagar Ratna,South Indian,Pune,Breakfast,2023-04-16,13:33:00,1101,21,4.8,Yes,No,0
2414,Sagar Ratna,South Indian,Kolkata,Dinner,2023-01-29,01:13:48,1403,69,4.1,Yes,No,0
2415,Behrouz Biryani,Biryani,Jaipur,Dinner,2023-08-31,15:18:01,1587,31,4.2,Yes,Yes,101
2416,Chaayos,Beverages,Hyderabad,Dinner,2023-03-14,04:11:57,1076,51,4.0,Yes,Yes,111
2417,Moti Mahal,North Indian,Bangalore,Breakfast,2023-06-12,19:24:21,314,45,4.0,Yes,Yes,54
2418,Barbeque Nation,North Indian,Pune,Lunch,2023-02-28,22:34:38,1363,38,3.8,Yes,No,0
2419,Subway,Fast Food,Delhi,Lunch,2023-08-19,00:21:46,800,40,4.5,No,Yes,131
2420,KFC,Fast Food,Jaipur,Lunch,2023-09-09,02:51:01,986,31,4.7,Yes,No,0
2421,Punjab Grill,North Indian,Delhi,Snack,2023-05-27,17:44:17,305,41,4.3,Yes,No,0
2422,Mainland China,Chinese,Pune,Breakfast,2023-03-17,21:10:02,569,66,3.4,Yes,Yes,89
2423,Moti Mahal,North Indian,Hyderabad,Lunch,2023-01-26,06:41:19,1465,25,4.1,Yes,Yes,64
2424,McDonald's,Fast Food,Pune,Dinner,2023-07-18,22:14:14,1507,27,4.6,Yes,No,0
2425,Mainland China,Chinese,Kolkata,Snack,2023-06-06,05:54:36,760,20,4.1,Yes,No,0
2426,Paradise Biryani,Biryani,Chennai,Breakfast,2023-06-01,14:03:43,783,39,4.5,Yes,Yes,119
2427,Punjab Grill,North Indian,Jaipur,Snack,2023-09-06,05:12:34,1224,50,3.8,Yes,No,0
2428,Paradise Biryani,Biryani,Kolkata,Snack,2023-04-20,18:16:37,967,67,3.6,Yes,No,0
2429,Chaayos,Beverages,Bangalore,Lunch,2023-04-26,08:43:51,1498,31,3.9,Yes,No,0
2430,Chaayos,Beverages,Bangalore,Lunch,2023-01-30,12:01:02,545,31,3.9,Yes,Yes,92
2431,Punjab Grill,North Indian,Chennai,Lunch,2023-11-06,09:44:41,380,38,4.5,Yes,Yes,140
2432,Sagar Ratna,South Indian,Jaipur,Lunch,2023-11-17,21:07:15,1707,46,4.2,Yes,No,0
2433,Social,Continental,Mumbai,Lunch,2023-07-19,19:54:44,1580,32,3.9,Yes,Yes,76
2434,Chaayos,Beverages,Kolkata,Snack,2023-01-09,11:08:41,1660,64,4.1,Yes,Yes,21
2435,Saravana Bhavan,South Indian,Hyderabad,Lunch,2023-07-29,18:05:37,839,32,4.4,Yes,Yes,20
2436,Paradise Biryani,Biryani,Delhi,Dinner,2023-11-11,18:08:28,517,37,4.0,Yes,No,0
2437,Barbeque Nation,North Indian,Pune,Lunch,2023-12-26,12:44:16,1005,73,4.0,Yes,No,0
2438,Moti Mahal,North Indian,Delhi,Breakfast,2023-06-25,12:34:26,965,54,4.2,Yes,No,0
2439,Chaayos,Beverages,Hyderabad,Lunch,2023-03-11,04:39:09,1288,33,4.7,No,No,0
2440,Subway,Fast Food,Hyderabad,Snack,2023-06-08,14:15:34,1679,25,4.4,Yes,No,0
2441,Mainland China,Chinese,Kolkata,Lunch,2023-06-04,18:21:39,1081,26,4.2,Yes,Yes,20
2442,McDonald's,Fast Food,Hyderabad,Lunch,2023-09-16,03:17:17,1185,70,3.4,Yes,No,0
2443,Sagar Ratna,South Indian,Bangalore,Breakfast,2023-09-19,17:03:55,1257,74,3.7,Yes,No,0
2444,Punjab Grill,North Indian,Jaipur,Breakfast,2023-07-25,12:37:31,1126,40,4.4,Yes,No,0
2445,Smoke House Deli,Continental,Jaipur,Snack,2023-02-07,05:12:08,1482,22,4.4,Yes,No,0
2446,Punjab Grill,North Indian,Delhi,Breakfast,2023-11-29,21:18:00,1489,72,3.5,Yes,No,0
2447,Biryani Blues,Biryani,Jaipur,Snack,2023-06-09,11:09:40,389,49,4.5,Yes,No,0
2448,Moti Mahal,North Indian,Kolkata,Lunch,2023-07-30,10:39:04,1568,39,4.1,No,Yes,24
2449,Biryani Blues,Biryani,Kolkata,Snack,2023-05-24,11:58:07,1575,72,3.6,No,Yes,110
2450,Moti Mahal,North Indian,Mumbai,Lunch,2023-05-07,00:50:56,1067,33,4.1,Yes,No,0
2451,Paradise Biryani,Biryani,Hyderabad,Dinner,2023-09-18,23:41:15,1041,60,4.0,No,No,0
2452,Burger King,Fast Food,Bangalore,Breakfast,2023-06-23,04:11:00,699,60,3.9,No,No,0
2453,Moti Mahal,North Indian,Chennai,Breakfast,2023-10-25,05:22:31,1046,56,4.1,No,Yes,20
2454,Mainland China,Chinese,Jaipur,Dinner,2023-09-24,17:59:55,1542,51,3.8,Yes,No,0
2455,Sagar Ratna,South Indian,Chennai,Snack,2023-04-18,10:38:19,304,52,3.7,Yes,Yes,125
2456,Behrouz Biryani,Biryani,Hyderabad,Dinner,2023-11-23,03:04:28,1088,53,4.4,Yes,Yes,122
2457,Moti Mahal,North Indian,Mumbai,Snack,2023-04-25,02:39:11,1740,57,4.0,Yes,No,0
2458,Paradise Biryani,Biryani,Delhi,Lunch,2023-09-15,18:30:06,1460,52,4.3,Yes,No,0
2459,Punjab Grill,North Indian,Mumbai,Breakfast,2023-03-06,00:50:12,966,28,4.8,Yes,No,0
2460,Pizza Hut,Fast Food,Chennai,Breakfast,2023-01-08,08:30:03,1264,31,4.1,Yes,No,0
2461,Social,Continental,Mumbai,Lunch,2023-01-01,13:04:39,1289,54,4.1,Yes,No,0
2462,Domino's Pizza,Fast Food,Pune,Snack,2023-04-29,19:56:10,1515,72,3.8,Yes,No,0
2463,Sagar Ratna,South Indian,Jaipur,Dinner,2023-11-20,23:55:17,1672,26,4.5,No,Yes,23
2464,Biryani Blues,Biryani,Jaipur,Dinner,2023-12-22,18:16:08,176,23,4.0,Yes,No,0
2465,Saravana Bhavan,South Indian,Kolkata,Snack,2023-02-09,21:03:16,1362,75,4.0,Yes,No,0
2466,Subway,Fast Food,Delhi,Dinner,2023-05-31,18:51:13,749,26,4.5,Yes,No,0
2467,Mainland China,Chinese,Chennai,Snack,2023-06-24,15:21:24,1316,23,4.5,No,No,0
2468,Barbeque Nation,North Indian,Mumbai,Snack,2023-03-05,05:54:26,998,61,4.2,Yes,Yes,72
2469,Chaayos,Beverages,Pune,Breakfast,2023-01-19,19:42:53,622,37,4.7,Yes,No,0
2470,Biryani Blues,Biryani,Delhi,Snack,2023-07-08,06:43:19,711,62,3.7,No,No,0
2471,Pizza Hut,Fast Food,Pune,Lunch,2023-04-28,04:26:14,229,44,3.8,Yes,Yes,102
2472,Saravana Bhavan,South Indian,Kolkata,Snack,2023-02-23,12:15:08,795,47,4.4,Yes,Yes,51
2473,Sagar Ratna,South Indian,Delhi,Dinner,2023-04-02,22:51:27,591,60,4.0,Yes,No,0
2474,Barbeque Nation,North Indian,Chennai,Snack,2023-04-30,16:16:23,1133,44,3.9,Yes,No,0
2475,Paradise Biryani,Biryani,Pune,Lunch,2023-08-22,15:41:47,1045,40,3.9,Yes,No,0
2476,KFC,Fast Food,Pune,Breakfast,2023-07-10,06:43:56,317,28,4.2,Yes,Yes,46
2477,Punjab Grill,North Indian,Delhi,Breakfast,2023-10-16,02:49:43,660,45,3.8,Yes,Yes,37
2478,Smoke House Deli,Continental,Hyderabad,Lunch,2023-09-04,06:51:07,1098,51,3.7,Yes,No,0
2479,Mainland China,Chinese,Hyderabad,Dinner,2023-08-05,03:21:36,807,65,4.0,Yes,Yes,66
2480,Moti Mahal,North Indian,Chennai,Lunch,2023-09-22,21:52:35,859,28,4.6,Yes,Yes,123
2481,Haldiram's,Snacks,Pune,Snack,2023-05-24,08:16:37,1409,25,4.4,Yes,No,0
2482,Domino's Pizza,Fast Food,Delhi,Dinner,2023-05-01,03:33:26,1377,25,4.2,No,No,0
2483,Wow Momo,Chinese,Jaipur,Lunch,2023-10-25,07:23:16,899,60,3.6,Yes,No,0
2484,Behrouz Biryani,Biryani,Chennai,Breakfast,2023-11-20,22:36:35,1766,74,3.7,Yes,No,0
2485,Burger King,Fast Food,Jaipur,Lunch,2023-04-12,06:58:45,742,74,4.1,Yes,Yes,105
2486,KFC,Fast Food,Jaipur,Breakfast,2023-03-28,15:28:42,549,27,4.4,No,Yes,37
2487,Subway,Fast Food,Hyderabad,Lunch,2023-06-16,05:05:03,226,52,4.0,Yes,No,0
2488,McDonald's,Fast Food,Pune,Lunch,2023-07-06,17:10:10,1262,50,3.7,Yes,No,0
2489,Chaayos,Beverages,Bangalore,Dinner,2023-09-24,01:52:11,278,40,3.9,No,No,0
2490,Burger King,Fast Food,Kolkata,Dinner,2023-11-20,08:18:22,1503,33,4.7,Yes,No,0
2491,Social,Continental,Delhi,Breakfast,2023-07-19,03:06:18,1306,75,3.3,No,No,0
2492,Smoke House Deli,Continental,Hyderabad,Dinner,2023-04-19,18:29:05,931,51,3.6,No,No,0
2493,Pizza Hut,Fast Food,Bangalore,Snack,2023-08-18,00:28:58,283,39,3.9,No,Yes,85
2494,Pizza Hut,Fast Food,Kolkata,Dinner,2023-12-19,04:51:36,849,23,4.6,Yes,No,0
2495,Domino's Pizza,Fast Food,Mumbai,Breakfast,2023-07-27,01:04:42,1369,55,3.8,Yes,No,0
2496,Barbeque Nation,North Indian,Hyderabad,Dinner,2023-03-05,22:02:07,344,65,3.4,No,No,0
2497,Social,Continental,Chennai,Dinner,2023-03-08,10:23:24,1482,38,4.1,Yes,No,0
2498,Sagar Ratna,South Indian,Jaipur,Dinner,2023-06-20,10:49:57,499,55,4.4,Yes,No,0
2499,Paradise Biryani,Biryani,Pune,Lunch,2023-07-21,15:01:29,1669,27,4.7,Yes,Yes,56
2500,McDonald's,Fast Food,Jaipur,Snack,2023-10-12,06:36:27,1253,58,4.1,Yes,Yes,96
2501,Social,Continental,Hyderabad,Snack,2023-12-16,08:37:07,317,49,3.6,Yes,No,0
2502,Social,Continental,Chennai,Dinner,2023-12-26,17:43:51,823,71,3.3,Yes,Yes,128
2503,Smoke House Deli,Continental,Bangalore,Snack,2023-07-23,14:09:45,364,25,4.1,Yes,No,0
2504,Barbeque Nation,North Indian,Hyderabad,Dinner,2023-10-20,09:00:46,1039,74,3.7,Yes,No,0
2505,KFC,Fast Food,Jaipur,Breakfast,2023-04-18,04:08:19,839,56,3.5,Yes,No,0
2506,Sagar Ratna,South Indian,Bangalore,Breakfast,2023-06-23,06:26:57,1108,56,3.5,Yes,Yes,128
2507,Chaayos,Beverages,Hyderabad,Lunch,2023-11-16,23:57:57,1766,43,3.7,Yes,No,0
2508,Social,Continental,Delhi,Snack,2023-10-19,05:12:25,174,69,4.1,Yes,Yes,52
2509,Pizza Hut,Fast Food,Delhi,Breakfast,2023-02-17,15:49:21,1328,35,4.6,Yes,Yes,83
2510,Mainland China,Chinese,Bangalore,Snack,2023-04-30,16:55:52,425,61,4.3,Yes,Yes,82
2511,Chaayos,Beverages,Delhi,Breakfast,2023-09-26,08:03:11,1237,40,4.5,Yes,No,0
2512,Haldiram's,Snacks,Delhi,Dinner,2023-05-08,14:45:38,274,28,4.2,No,Yes,122
2513,McDonald's,Fast Food,Pune,Snack,2023-03-22,04:43:06,926,68,3.7,No,Yes,75
2514,Saravana Bhavan,South Indian,Kolkata,Lunch,2023-03-23,11:53:19,873,35,4.6,Yes,No,0
2515,Barbeque Nation,North Indian,Pune,Dinner,2023-12-06,16:32:50,1688,73,4.2,Yes,No,0
2516,Burger King,Fast Food,Jaipur,Lunch,2023-02-03,17:05:43,1482,41,4.5,No,Yes,144
2517,Moti Mahal,North Indian,Bangalore,Dinner,2023-05-15,23:38:23,1767,27,4.0,Yes,Yes,120
2518,Sagar Ratna,South Indian,Delhi,Lunch,2023-11-22,21:42:03,1190,35,4.2,Yes,No,0
2519,Barbeque Nation,North Indian,Bangalore,Snack,2023-10-25,16:55:41,1481,44,4.0,Yes,Yes,95
2520,Punjab Grill,North Indian,Mumbai,Snack,2023-11-10,20:00:10,672,36,3.8,No,Yes,28
2521,Haldiram's,Snacks,Jaipur,Dinner,2023-09-04,18:57:23,569,41,4.2,Yes,No,0
2522,Wow Momo,Chinese,Delhi,Dinner,2023-02-18,15:51:44,226,32,4.5,Yes,Yes,145
2523,Subway,Fast Food,Delhi,Dinner,2023-02-25,18:09:10,1146,46,3.8,Yes,No,0
2524,Haldiram's,Snacks,Chennai,Dinner,2023-09-21,00:48:18,704,49,3.7,Yes,No,0
2525,Paradise Biryani,Biryani,Hyderabad,Breakfast,2023-08-12,18:35:56,993,56,4.3,No,No,0
2526,Pizza Hut,Fast Food,Chennai,Breakfast,2023-08-10,13:41:19,505,31,4.3,Yes,No,0
2527,Social,Continental,Jaipur,Dinner,2023-12-05,15:52:53,805,68,4.2,Yes,No,0
2528,KFC,Fast Food,Pune,Snack,2023-02-23,01:36:21,1155,27,4.3,Yes,Yes,128
2529,Mainland China,Chinese,Mumbai,Breakfast,2023-10-22,12:57:40,935,73,4.0,Yes,No,0
2530,Domino's Pizza,Fast Food,Hyderabad,Dinner,2023-03-23,05:09:59,1359,52,4.3,Yes,No,0
2531,Smoke House Deli,Continental,Hyderabad,Snack,2023-06-22,10:48:23,1485,67,3.7,Yes,No,0
2532,KFC,Fast Food,Hyderabad,Snack,2023-04-21,14:44:33,1708,50,4.0,Yes,Yes,79
2533,Barbeque Nation,North Indian,Delhi,Breakfast,2023-05-16,21:54:34,545,52,4.3,No,Yes,67
2534,Mainland China,Chinese,Bangalore,Snack,2023-02-22,01:53:21,864,36,4.5,Yes,No,0
2535,McDonald's,Fast Food,Bangalore,Lunch,2023-12-14,16:46:21,324,59,3.4,Yes,No,0
2536,Behrouz Biryani,Biryani,Bangalore,Breakfast,2023-04-15,14:53:23,1702,37,3.8,Yes,No,0
2537,Smoke House Deli,Continental,Chennai,Breakfast,2023-08-08,18:25:31,590,30,4.1,Yes,No,0
2538,McDonald's,Fast Food,Delhi,Snack,2023-10-05,20:26:00,1411,39,3.8,Yes,Yes,90
2539,Mainland China,Chinese,Jaipur,Breakfast,2023-08-17,10:47:39,1645,67,3.9,Yes,No,0
2540,Pizza Hut,Fast Food,Chennai,Snack,2023-03-21,19:48:45,525,31,4.2,No,No,0
2541,Biryani Blues,Biryani,Bangalore,Dinner,2023-01-06,18:23:05,692,73,4.1,Yes,Yes,127
2542,Haldiram's,Snacks,Mumbai,Breakfast,2023-01-15,02:22:51,544,39,4.1,No,Yes,117
2543,Subway,Fast Food,Delhi,Snack,2023-01-05,23:50:26,455,54,3.9,Yes,Yes,58
2544,Domino's Pizza,Fast Food,Delhi,Dinner,2023-10-31,00:50:24,1772,35,4.2,No,No,0
2545,Biryani Blues,Biryani,Mumbai,Dinner,2023-03-18,16:23:15,988,54,4.1,Yes,No,0
2546,Behrouz Biryani,Biryani,Jaipur,Dinner,2023-01-12,23:51:14,272,26,4.4,Yes,No,0
2547,Moti Mahal,North Indian,Delhi,Breakfast,2023-11-07,10:50:22,1094,33,4.4,Yes,Yes,28
2548,Behrouz Biryani,Biryani,Bangalore,Lunch,2023-02-06,15:42:31,373,33,4.3,No,No,0
2549,Domino's Pizza,Fast Food,Jaipur,Breakfast,2023-09-12,17:50:37,948,51,3.7,Yes,Yes,84
2550,Paradise Biryani,Biryani,Chennai,Snack,2023-11-05,01:12:39,379,51,3.6,Yes,No,0
2551,McDonald's,Fast Food,Jaipur,Breakfast,2023-06-26,22:55:58,675,39,4.0,Yes,Yes,77
2552,Burger King,Fast Food,Chennai,Lunch,2023-03-13,15:54:06,888,29,4.0,No,Yes,56
2553,Paradise Biryani,Biryani,Bangalore,Lunch,2023-12-21,06:34:45,1353,37,4.5,Yes,No,0
2554,Barbeque Nation,North Indian,Chennai,Dinner,2023-10-16,11:04:55,1063,71,4.1,Yes,No,0
2555,Sagar Ratna,South Indian,Delhi,Lunch,2023-09-20,05:53:27,524,46,4.3,Yes,No,0
2556,Haldiram's,Snacks,Hyderabad,Lunch,2023-07-02,23:44:40,987,25,4.6,Yes,No,0
2557,Mainland China,Chinese,Delhi,Lunch,2023-04-16,07:49:46,856,72,3.9,Yes,Yes,117
2558,Domino's Pizza,Fast Food,Bangalore,Breakfast,2023-02-11,14:47:37,1327,62,3.5,Yes,Yes,130
2559,Mainland China,Chinese,Kolkata,Dinner,2023-10-12,19:27:30,1392,71,3.8,No,No,0
2560,Smoke House Deli,Continental,Kolkata,Snack,2023-02-19,14:48:34,588,49,3.9,Yes,Yes,148
2561,Social,Continental,Chennai,Dinner,2023-06-27,11:57:59,680,21,4.5,Yes,No,0
2562,Mainland China,Chinese,Mumbai,Breakfast,2023-08-11,10:22:25,216,51,3.8,Yes,Yes,131
2563,Burger King,Fast Food,Delhi,Breakfast,2023-06-07,02:25:13,1319,67,4.0,Yes,No,0
2564,Sagar Ratna,South Indian,Bangalore,Lunch,2023-11-02,08:40:24,817,34,4.1,Yes,No,0
2565,Chaayos,Beverages,Chennai,Snack,2023-01-16,12:11:02,1182,30,4.0,No,No,0
2566,Wow Momo,Chinese,Kolkata,Lunch,2023-02-27,19:46:43,1613,74,3.2,Yes,Yes,71
2567,Smoke House Deli,Continental,Bangalore,Breakfast,2023-05-20,20:43:43,823,20,4.9,Yes,Yes,35
2568,Barbeque Nation,North Indian,Delhi,Snack,2023-04-07,21:44:33,1774,38,4.5,No,No,0
2569,KFC,Fast Food,Mumbai,Breakfast,2023-01-02,15:18:18,1207,53,4.1,Yes,Yes,84
2570,Haldiram's,Snacks,Kolkata,Breakfast,2023-01-10,07:42:18,1337,74,4.0,No,No,0
2571,Biryani Blues,Biryani,Hyderabad,Lunch,2023-09-24,13:25:31,1162,32,4.8,No,No,0
